bn:00113968a	yellow|黄
bn:00083708v	GoUp|上去 arrive|到达 vehicle|交通工具 GoInto|进入 aircraft|飞行器 ship|船
bn:00083145v	enjoy|享受 satisfied|满意
bn:00085649v	think|思考
bn:00094890v	check|查 experiment|实验 try|尝试
bn:00082569v	walk|走 idle|闲
bn:00087297v	decorate|装饰
bn:00090550v	ResultIn|导致 disable|残疾 wounded|受伤
bn:00083839v	CausePartMove|部件他移 part|部件 body|身 human|人 AnimalHuman|动物 salute|致敬
bn:00082493v	disseminate|传播 transmit|传送 send|发送
bn:00084526v	willing|愿意 FondOf|喜欢
bn:00086793v	GoOn|继续 keep|保持 succeed|成功 exist|存在
bn:00087844v	alive|活着 MakeLiving|谋生
bn:00082574v	improve|改良
bn:00086531v	transmit|传送 post|邮寄 send|发送
bn:00085223v	teach|教 sport|体育
bn:00092038v	delay|拖延
bn:00086606v	depend|依靠 ResultFrom|缘于
bn:00082965v	GiveAsGift|赠 grant|赐 reward|奖励
bn:00088736v	CauseToDo|使动 become|成为
bn:00093276v	walk|走 idle|闲 slow|慢
bn:00087894v	express|表示 speak|说
bn:00093072v	shake|摇动 wave|摆动 human|人 roll|滚 shiver|颤动 weaken|削弱 excite|感动 rotate|转动
bn:00093293v	speak|说
bn:00084137v	reproduce|生殖 bird|禽 foster|饲养 agricultural|农
bn:00083561v	PlayDown|贬低
bn:00087305v	flow|流 spray|洒下 Vdirection|动趋 GoDown|下去
bn:00083966v	FormChange|形变 incomplete|缺 separate|分离 OutOfOrder|坏掉
bn:00086249v	beat|打
bn:00093372v	cry|喊 shrill|尖声 MakeSound|发声 speak|说 loud|高声
bn:00085591v	cooperate|合作 coordinate|协调 suitable|适宜 fit|适合 CauseToDo|使动 satisfied|满意 fulfil|实现
bn:00082705v	use|利用 plans|规划 deceive|欺骗 employ|雇用 apply|涂抹 request|要求 conduct|实施
bn:00088675v	viscera|脏 tired|疲乏
bn:00085686v	check|查 investigate|调查
bn:00082748v	mediate|调解
bn:00090246v	surpass|强过
bn:00085506v	study|学习 remember|记得
bn:00092756v	stay|停留 SetAside|留存 keep|保持 sleep|睡 rest|休息
bn:00095449v	replace|代替
bn:00087356v	WeatherBad|坏天 RainSnow|雨雪 weak|弱 moisten|加湿
bn:00082170v	GetKnowledge|认知
bn:00086201v	TurnOff|止动 cease|停做 shut|关闭
bn:00085608v	congratulate|祝贺 fact|事情 happy|幸福
bn:00086514v	delay|拖延 late|迟
bn:00084231v	meet|会面 accidental|偶发
bn:00085252v	force|强迫
bn:00084138v	clean|使净
bn:00082740v	ExpressAgreement|示同意
bn:00093662v	buy|买
bn:00092738v	disseminate|传播
bn:00089800v	separate|分离
bn:00087308v	err|出错 misunderstand|误信 SelfMoveInManner|方式性自移
bn:00093929v	smell|闻 perception|感知
bn:00089661v	contain|包含 include|纳入
bn:00087658v	enrich|充实
bn:00086592v	deny|否认
bn:00083704v	excited|激动 AlterColor|变颜色 AppearanceChange|外观变 shy|羞愧
bn:00082381v	bear|承担 undertake|担任
bn:00089115v	swallow|咽下 drink|喝 many|多
bn:00089960v	twitch|抽搐 pull|拉 sudden|骤然 shake|摇动
bn:00087004v	abandon|放弃 cease|停做
bn:00083370v	regard|认为 think|思考 judge|裁定 estimate|评估 guess|猜测
bn:00082800v	MakeSound|发声 speak|说
bn:00087778v	express|表示 display|展示
bn:00087721v	MakeBetter|优化 ize|变性态 strong|强 upgrade|升级 BecomeMore|增多 sturdy|健壮 serious|严重
bn:00094026v	fasten|拴连 industrial|工
bn:00089198v	expect|期望
bn:00082537v	CauseToDo|使动 agree|同意
bn:00082687v	attract|吸引 entice|勾引
bn:00088098v	perception|感知 regard|认为 cherish|心怀 feel|摸
bn:00084390v	visit|看望
bn:00086989v	dismantle|拆卸
bn:00085390v	appear|出现 come|来 GoUp|上去 approach|接近
bn:00089084v	grow|成长 BecomeMore|增多
bn:00088954v	expect|期望
bn:00095637v	WarmUp|加热
bn:00083249v	beat|打
bn:00093966v	hold|拿 hasty|仓促 rob|抢 seek|谋取
bn:00082668v	announce|发表 early|早 know|知道 predict|预料
bn:00084932v	choose|选择
bn:00087365v	GoDown|下去 BecomeLess|减少 MoveItDown|下移
bn:00091038v	cry|喊 animal|兽
bn:00083929v	degrade|降级 Occupation|职位
bn:00092424v	read|读 look|看 supervise|监察 visit|看望 education|教育 take|取 computer|电脑
bn:00088939v	leave|离开 SelfMoveInManner|方式性自移 visit|看望
bn:00085002v	evade|回避 escape|躲避 TurnRound|拐弯 obstruct|阻止 restrain|制止
bn:00095503v	HideTruth|瞒
bn:00083993v	expel|驱赶 disperse|散开 separate|分离 cease|停做 exhaust|损耗
bn:00082641v	disgust|厌恶 MakeWorried|困扰 irritate|激怒
bn:00090590v	GoThrough|经过 cross|越过 pass|度过 qualified|合格
bn:00082915v	prove|证明
bn:00091599v	pick|拾起 human|人
bn:00082858v	dispatch|差遣 entrust|委托
bn:00086622v	swear|发誓
bn:00087670v	fix|定住 catch|捉住
bn:00090321v	situated|处于
bn:00084738v	prove|证明
bn:00083466v	entice|勾引
bn:00086061v	feed|喂 agricultural|农 expel|驱赶 land|陆地 FlowerGrass|花草 foster|饲养 livestock|牲畜
bn:00092791v	return|还
bn:00083742v	StateChange|态变 concentrated|稠
bn:00090792v	cut|切削
bn:00087636v	carve|雕刻
bn:00085426v	engage|从事 guilty|有罪 vicious|罪恶 do|做 disobey|违背 wrong|误
bn:00085059v	remove|消除 ize|变性态 spotless|洁 wipe|擦拭 wash|洗涤
bn:00091282v	defeat|战胜 restrain|制止
bn:00089587v	explain|说明
bn:00093510v	benefit|便利
bn:00090341v	copy|抄写 imitate|模仿
bn:00088509v	urge|促使 MakeBetter|优化 push|推
bn:00086348v	adjust|调整 result|结果 software|软件 wrong|误 LookFor|寻
bn:00094934v	throw|扔
bn:00082263v	expect|期望 ThinkOf|思念
bn:00082723v	perception|感知 understand|领会 CauseToDo|使动 BecomeMore|增多
bn:00086683v	expect|期望
bn:00092618v	estimate|评估 check|查 again|再
bn:00082774v	ResultIn|导致
bn:00092614v	BeRecovered|复原 resume|恢复
bn:00091112v	obey|遵循
bn:00084868v	record|记录 regulation|规矩 reside|住下 InstitutePlace|场所 tour|旅游 arrive|到达
bn:00084638v	ExpressAgainst|谴责 severe|严厉 punish|处罚
bn:00083536v	IllTreat|慢待 mock|嘲讽 tease|取乐
bn:00082152v	enrich|充实 many|多 exist|存在
bn:00093073v	shake|摇动 wave|摆动 CausePartMove|部件他移 part|部件
bn:00091011v	explain|说明 speak|说 detailed|详
bn:00085332v	happen|发生
bn:00082815v	general|共通 blame|埋怨 entrust|委托 issue|分发 dispatch|差遣 computer|电脑 receive|收受
bn:00090244v	ResultIn|导致
bn:00090658v	cook|烹调
bn:00083960v	disconnect|脱离 withdraw|退出
bn:00090704v	inflamed|发炎 ripe|成熟
bn:00091136v	GiveAsGift|赠 provide|供
bn:00090836v	wrong|误 guide|引导
bn:00088175v	fill|填入
bn:00091749v	guarantee|保证 swear|发誓
bn:00084413v	LookBack|回想 remember|记得 ThinkOf|思念 commemorate|示思念
bn:00088858v	cease|停做 undertake|担任 Occupation|职位 leave|离开 abandon|放弃 event|事件
bn:00085894v	SelfMove|自移 flow|流 spray|洒下
bn:00090229v	SetAside|留存
bn:00091565v	persuade|劝说 police|警 urge|促使
bn:00086879v	disappear|消失
bn:00090574v	entice|勾引 mating|交配
bn:00090120v	PlayWith|揉弄 forge|伪造 do|做
bn:00093541v	handle|处理 Vachieve|达成 fulfil|实现 classify|分类 PutInOrder|整理
bn:00082267v	admit|承认
bn:00087823v	conduct|实施 TurnOn|启动 start|开始
bn:00083791v	neg|否 expel|驱赶
bn:00085583v	prove|证明 MakeBetter|优化
bn:00091174v	TurnOn|启动 open|打开
bn:00086533v	rescue|救助 release|释放
bn:00083191v	alive|活着
bn:00082642v	remove|消除 exempt|免除 cease|停做 excrete|排泄 fail|失败 Effectivity|效果 restrain|制止
bn:00086670v	worth|值得
bn:00091320v	surpass|强过 defeat|战胜 restrain|制止
bn:00089660v	contain|包含
bn:00085753v	assemble|聚集 ComeTogether|集聚
bn:00095701v	measure|测量 Weight|重量 AmountTo|总计
bn:00089058v	MakeSound|发声 sigh|叹气
bn:00088107v	willing|愿意
bn:00087646v	enjoy|享受 FondOf|喜欢 love|爱 BeInLove|恋爱
bn:00084074v	MoveItDown|下移 MakeLower|降低
bn:00082837v	attack|攻打
bn:00095597v	SelfMoveInManner|方式性自移 function|活动 walk|走 follow|跟随 guide|引导
bn:00083450v	HaveContest|较量 gamble|赌博
bn:00093578v	sharpen|使锋利
bn:00093370v	write|写 rash|莽
bn:00082402v	MakeBetter|优化 lift|提升 upgrade|升级
bn:00083953v	break|折断 damage|损害 FormChange|形变
bn:00090179v	arrive|到达 aircraft|飞行器 land|陆地 BeNear|靠近 waters|水域
bn:00086799v	distinguish|分辨
bn:00082135v	incite|指使
bn:00082439v	sorrowful|悲哀 miserable|悲惨
bn:00083024v	obstruct|阻止
bn:00082576v	amend|改正
bn:00088776v	start|开始 aircraft|飞行器 fly|飞
bn:00084527v	handle|处理 manage|管理 treat|对待 PayAttention|注意
bn:00093682v	display|展示 ShowOff|炫耀 show|表现
bn:00088333v	beat|打
bn:00090034v	obey|遵循 keep|保持
bn:00093458v	BeSimilar|相像 regard|认为
bn:00083908v	obstruct|阻止 cease|停做 CeaseCauseTOMove|终止他移 end|终结 TurnOff|止动 block|拦住
bn:00091177v	control|控制 manage|管理
bn:00085760v	talk|谈话
bn:00084033v	mating|交配 reproduce|生殖 animal|兽
bn:00095802v	expect|期望
bn:00084451v	discharge|开除 compulsory|强制性 end|终结
bn:00086534v	exile|流放 expel|驱赶 submit|交 place|地方 country|国家 police|警
bn:00085671v	establish|建立 forming|形成
bn:00086009v	create|创造 establish|建立
bn:00085581v	detain|扣住 police|警
bn:00090472v	loosen|放松 AlterMeasurement|变量度
bn:00087918v	weaken|削弱
bn:00082690v	become|成为 BeSimilar|相像
bn:00089667v	BecomeMore|增多 MakeHigher|提高 add|增加
bn:00087655v	investigate|调查 check|查
bn:00087795v	surpass|强过 BeBeyond|越界
bn:00082459v	irritate|激怒 ize|变性态 serious|严重 more|较
bn:00082544v	ExpressAgreement|示同意 agree|同意
bn:00082353v	judge|裁定 interrogate|审问 estimate|评估 fact|事情
bn:00090949v	excite|感动
bn:00086418v	BecomeLess|减少 subtract|削减 shrink|缩小
bn:00093286v	respire|呼吸 MakeSound|发声 ill|病态 sleep|睡
bn:00087107v	conduct|实施 do|做
bn:00086675v	plan|计划 think|思考 arrange|安排
bn:00090266v	study|学习 education|教育 read|读 information|信息
bn:00083366v	attack|攻打 surround|包围 military|军
bn:00085398v	soothe|安慰
bn:00086809v	endeavour|卖力
bn:00093285v	break|折断
bn:00089838v	explain|说明
bn:00089105v	think|思考 RegardAs|当作 true|真 predict|预料 believe|相信
bn:00089103v	obey|遵循 supervise|监察 PayAttention|注意 Circumstances|境况 group|群体 human|人 dangerous|危 protect|保护 military|军
bn:00092426v	read|读 recite|诵读 look|看
bn:00086134v	lean|倚靠
bn:00090143v	know|知道
bn:00084850v	restrain|制止 control|控制
bn:00083242v	keep|保持 SetAside|留存
bn:00082913v	express|表示 prove|证明 quote|引用 police|警
bn:00083247v	defeat|战胜 obtain|得到 win|获胜 GreaterThanNormal|高于正常
bn:00085339v	meet|会面 accidental|偶发
bn:00082470v	shake|摇动 wave|摆动 shiver|颤动
bn:00092413v	TurnOn|启动 again|再 resume|恢复 start|开始
bn:00084933v	decide|决定 choose|选择
bn:00082201v	accept|接受 receive|收受
bn:00090477v	loosen|放松
bn:00095288v	rotate|转动 turn|扭转 coil|缠绕 circle|盘旋 FormChange|形变 curved|弯
bn:00093433v	visit|看望 tour|旅游
bn:00089855v	weave|辫编
bn:00088764v	GoInto|进入 cherish|心怀
bn:00089806v	mean|指代 express|表示 regard|认为
bn:00088105v	perception|感知 regard|认为
bn:00093520v	adjust|调整
bn:00091552v	apply|涂抹 tool|用具 fragrant|香 MakeUp|化妆
bn:00087000v	betray|背叛 separate|分离 abandon|放弃
bn:00094675v	swim|游
bn:00092415v	AmountTo|总计 fulfil|实现 arrive|到达 SelfMoveInManner|方式性自移 InFront|前 upper|上 touch|触
bn:00087785v	praise|夸奖
bn:00087901v	laugh|笑
bn:00084318v	kill|杀害
bn:00085702v	despise|轻视
bn:00094958v	fasten|拴连
bn:00091549v	stab|扎
bn:00093216v	ize|变性态 chemistry|化学
bn:00093773v	drink|喝 mouth|口
bn:00093079v	roll|滚 bend|折弯 industrial|工 rotate|转动 grind|研磨
bn:00088278v	boast|夸大 ShowOff|炫耀
bn:00086988v	damage|损害 disobey|违背 AlterForm|变形状 level|平 flat|扁
bn:00089337v	tour|旅游 walk|走
bn:00085856v	pant|气喘
bn:00082256v	damage|损害
bn:00082708v	apply|涂抹
bn:00089197v	cease|停做 communicate|交流 tool|用具
bn:00087966v	fail|失败
bn:00093472v	sell|卖
bn:00084145v	feed|喂 agricultural|农 expel|驱赶 land|陆地 FlowerGrass|花草 foster|饲养 livestock|牲畜
bn:00087615v	endeavour|卖力 seek|谋取
bn:00087962v	tired|疲乏
bn:00082593v	CauseToDo|使动 paralyse|瘫麻 medical|医 doctor|医治
bn:00089655v	incite|指使 separate|分离 FormChange|形变
bn:00089449v	reward|奖励
bn:00082743v	estimate|评估 guess|猜测
bn:00088816v	reveal|揭露 transmit|传送 provide|供 display|展示 express|表示 GiveAsGift|赠
bn:00085616v	connect|连接
bn:00082395v	GoForward|前进
bn:00086682v	willing|愿意 expect|期望
bn:00084298v	bury|埋入 human|人 die|死
bn:00087306v	GoDown|下去 spray|洒下 drop|投下 unload|卸载 Vdirection|动趋 external|外 part|部件 viscera|脏 AnimalHuman|动物 digest|消化
bn:00089241v	own|有
bn:00090947v	CausePartMove|部件他移 AlterLocation|变空间位置 transport|运送
bn:00085767v	persuade|劝说
bn:00082394v	GoForward|前进 MakeHigher|提高 add|增加 improve|改良 prosper|发达
bn:00082397v	urge|促使 MakeBetter|优化 MakeHigher|提高 add|增加 lift|提升 upgrade|升级
bn:00090943v	discuss|商讨 talk|谈话
bn:00082684v	PutOn|穿戴 clothing|衣物
bn:00083767v	study|学习 diligent|勤
bn:00092103v	defend|防守 protect|保护
bn:00084108v	ProvideFor|供养 propose|提出 urge|促使 Worth|价值 commerce|商业 start|开始 family|家庭
bn:00086067v	GoThrough|经过 cross|越过
bn:00086329v	disable|残疾 listen|听
bn:00085431v	suicide|自杀
bn:00087462v	feed|喂 edible|食物 cultivate|培养 foster|饲养 eat|吃 fill|填入 ProvideFor|供养
bn:00083229v	bear|承担 SupportWeight|托住 PropUp|支撑 bring|携带 hold|拿
bn:00083256v	beat|打 shiver|颤动 regular|定期 damage|损害 attack|攻打
bn:00092613v	MakeBetter|优化 ize|变性态 strong|强 strengthen|加固
bn:00087671v	ResultIn|导致
bn:00082486v	plan|计划
bn:00092876v	BeSimilar|相像
bn:00085550v	industrial|工 StateChange|态变
bn:00086442v	more|较 deepen|加深
bn:00085647v	judge|裁定 regard|认为
bn:00088631v	conduct|实施 TakeCare|照料 engage|从事
bn:00086808v	dig|挖掘
bn:00085689v	take|取 medicine|药物 eat|吃 edible|食物 absorb|吸收
bn:00089805v	mean|指代
bn:00082319v	DoSum|算术 teach|教
bn:00082675v	imitate|模仿
bn:00082185v	use|利用 improper|不当
bn:00084532v	doctor|医治 medical|医
bn:00084121v	enlarge|扩大 wide|阔
bn:00085436v	communicate|交流
bn:00083879v	FormChange|形变 separate|分离
bn:00083061v	frighten|吓唬 treat|对待 fierce|暴
bn:00084003v	dismantle|拆卸
bn:00082637v	announce|发表
bn:00082995v	endorse|拥护
bn:00082571v	hide|藏匿 military|军 wait|等待 attack|攻打
bn:00086272v	recreation|娱乐
bn:00084240v	deceive|欺骗 cheat|骗 guilty|有罪
bn:00082281v	study|学习
bn:00088349v	flow|流
bn:00089751v	wounded|受伤 damage|损害
bn:00085761v	alter|改变
bn:00083559v	deceive|欺骗 entice|勾引 please|取悦
bn:00083781v	grow|成长
bn:00087057v	coil|缠绕 circle|盘旋 FormChange|形变 curved|弯
bn:00087209v	sleep|睡 TimeShort|短时间
bn:00092544v	BeRecovered|复原
bn:00095806v	look|看
bn:00091023v	guide|引导 VehicleGo|驶 ship|船 drive|驾驭
bn:00082634v	destroy|消灭
bn:00087561v	appear|出现
bn:00087535v	AlterMeasurement|变量度 AlterForm|变形状
bn:00094418v	kill|杀害
bn:00091550v	conduct|实施
bn:00083332v	beg|乞求
bn:00082304v	influence|影响
bn:00094523v	submit|交
bn:00090271v	leave|离开
bn:00083404v	bend|折弯 FormChange|形变 industrial|工 negative|反面 CauseToDo|使动
bn:00088240v	fit|适合
bn:00083294v	become|成为
bn:00085742v	plan|计划
bn:00083066v	exile|流放 expel|驱赶
bn:00083206v	KeepSilence|不说
bn:00090745v	merge|合并
bn:00082229v	SayHello|问候 speak|说
bn:00090852v	ThinkOf|思念
bn:00095085v	transmit|传送 CausePartMove|部件他移
bn:00093511v	provide|供 engage|从事 shoot|发射 round|圆 entertain|招待
bn:00086135v	HoldInArm|搂抱
bn:00090758v	change|变 AlterForm|变形状
bn:00085360v	issue|分发 publish|出版
bn:00082118v	abandon|放弃
bn:00084555v	bring|携带
bn:00082881v	guarantee|保证
bn:00091343v	sleep|睡 time|时间 over|超
bn:00092988v	alter|改变 adjust|调整
bn:00087576v	employ|雇用
bn:00089538v	quiet|静 KeepSilence|不说
bn:00087642v	MakeBetter|优化
bn:00088456v	push|推 urge|促使 force|强迫
bn:00085120v	GoUp|上去 water|水 SelfMove|自移 negative|反面
bn:00086930v	discourage|泼冷水
bn:00082845v	merge|合并 ComeTogether|集聚 assemble|聚集 SetAside|留存 stand|站立
bn:00084385v	naming|称作
bn:00082174v	absorb|吸收 include|纳入
bn:00084979v	surround|包围 coil|缠绕
bn:00083110v	cook|烹调
bn:00086450v	betray|背叛 abandon|放弃
bn:00092360v	change|变
bn:00082938v	ExpressAgreement|示同意
bn:00082415v	persuade|劝说
bn:00082179v	GiveUp|戒除
bn:00086652v	obtain|得到
bn:00083194v	SelfMove|自移 function|活动 act|行动 AlterLocation|变空间位置
bn:00082472v	know|知道 understand|领会
bn:00090633v	control|控制
bn:00082273v	know|知道 CauseToDo|使动
bn:00088732v	express|表示
bn:00087811v	announce|发表
bn:00087572v	emphasize|着重
bn:00088442v	wealth|钱财 finance|金融
bn:00086591v	deny|否认
bn:00082707v	request|要求
bn:00085653v	look|看 PayAttention|注意
bn:00095236v	reverse|颠倒
bn:00093368v	rub|摩擦 wounded|受伤 cut|切削 scratch|抓挠
bn:00088815v	give|给 GiveAsGift|赠 grant|赐
bn:00092681v	BeRecovered|复原 resume|恢复 GoBack|返回
bn:00093731v	sign|题写 Name|姓名 write|写
bn:00091185v	MakeBetter|优化
bn:00084389v	call|召唤 request|要求
bn:00083181v	be|是
bn:00089993v	tour|旅游 SelfMove|自移
bn:00082435v	admit|承认 swear|发誓
bn:00084852v	mark|标志
bn:00094414v	uneasy|不安 fear|害怕
bn:00087794v	surpass|强过
bn:00085880v	forge|伪造
bn:00094648v	believe|相信
bn:00082531v	benefit|便利
bn:00090655v	GoForward|前进 walk|走
bn:00092473v	refute|反驳
bn:00088728v	salute|致敬 surrender|屈服
bn:00091922v	disseminate|传播 religion|宗教
bn:00092923v	BeRecovered|复原 alive|活着 resume|恢复 awake|醒
bn:00092839v	replace|代替
bn:00082829v	slander|诽谤
